Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-01-04,213.43,214.5,212.38,214.01,17633200.0,0.0,1.0,27.428729712758,27.566239626044,27.293790078225,27.503267796595,123432400.0
2010-01-05,214.6,215.59,213.25,214.38,21496600.0,0.0,1.0,27.579091019809,27.706319818083,27.405597203981,27.550817953526,150476200.0
2010-01-06,214.38,215.23,210.75,210.97,19720000.0,0.0,1.0,27.550817953526,27.660054800529,27.084312359855,27.112585426138,138040000.0
2010-01-07,211.75,212.0,209.05,210.58,17040400.0,0.0,1.0,27.212826297505,27.244954781918,26.865838665849,27.062464990454,119282800.0
2010-01-08,210.3,212.0,209.06,211.98,15986100.0,0.0,1.0,27.026481087912,27.244954781918,26.867123805225,27.242384503165,111902700.0
2010-01-11,212.8,213.0,208.45,210.11,16508200.0,0.0,1.0,27.347765932038,27.373468719568,26.788730303258,27.002063439758,115557400.0
2010-01-12,209.19,209.77,206.42,207.72,21230700.0,0.0,1.0,26.88383061712,26.958368700957,26.527847009828,26.694915128773,148614900.0
2010-01-13,207.87,210.93,204.1,210.65,21639000.0,0.0,1.0,26.714192219421,27.107444868632,26.229694674478,27.07146096609,151473000.0
2010-01-14,210.11,210.46,209.02,209.43,15460500.0,0.0,1.0,27.002063439758,27.047043317936,26.861983247719,26.914673962156,108223500.0
2010-01-15,210.93,211.6,205.87,205.93,21216700.0,0.0,1.0,27.107444868632,27.193549206858,26.45716434412,26.464875180379,148516900.0
2010-01-19,208.33,215.19,207.24,215.04,26071700.0,0.0,1.0,26.77330863074,27.654914243023,26.633228438701,27.635637152376,182501900.0
2010-01-20,214.91,215.55,209.5,211.725,21862600.0,0.0,1.0,27.618930340481,27.701179260577,26.923669937791,27.209613449064,153038200.0
2010-01-21,212.08,213.3138,207.21,208.072,21719800.0,0.0,1.0,27.25523589693,27.413796393203,26.629373020572,26.740152034826,152038600.0
