Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2011-03-18,23.19,23.19,22.51,22.96,687900.0,0.0,1.0,23.19,23.19,22.51,22.96,687900.0
2011-03-21,23.05,23.05,22.54,22.73,411700.0,0.0,1.0,23.05,23.05,22.54,22.73,411700.0
2011-03-22,22.73,22.86,22.0,22.19,582900.0,0.0,1.0,22.73,22.86,22.0,22.19,582900.0
2011-03-23,22.11,22.27,21.77,22.21,422800.0,0.0,1.0,22.11,22.27,21.77,22.21,422800.0
2011-03-24,22.14,22.38,21.98,22.33,462200.0,0.0,1.0,22.14,22.38,21.98,22.33,462200.0
2011-03-25,22.43,23.0,22.4,22.75,568000.0,0.0,1.0,22.43,23.0,22.4,22.75,568000.0
2011-03-28,22.7,23.5388,22.55,23.25,1058100.0,0.0,1.0,22.7,23.5388,22.55,23.25,1058100.0
2011-03-29,23.3,24.0,23.21,23.92,755400.0,0.0,1.0,23.3,24.0,23.21,23.92,755400.0
2011-03-30,24.11,24.49,23.01,23.71,1223300.0,0.0,1.0,24.11,24.49,23.01,23.71,1223300.0
2011-03-31,26.55,28.71,26.5,27.75,11517800.0,0.0,1.0,26.55,28.71,26.5,27.75,11517800.0
2011-04-01,27.45,28.18,26.57,26.66,2864800.0,0.0,1.0,27.45,28.18,26.57,26.66,2864800.0
2011-04-04,26.83,27.0,25.23,25.83,2609300.0,0.0,1.0,26.83,27.0,25.23,25.83,2609300.0
2011-04-05,25.9,27.0,25.69,26.7,3180900.0,0.0,1.0,25.9,27.0,25.69,26.7,3180900.0
2011-04-06,26.99,27.01,25.8,26.49,1288300.0,0.0,1.0,26.99,27.01,25.8,26.49,1288300.0
2011-04-07,26.85,27.94,26.4501,27.24,2810300.0,0.0,1.0,26.85,27.94,26.4501,27.24,2810300.0
2011-04-08,27.58,27.6004,26.36,26.49,1946400.0,0.0,1.0,27.58,27.6004,26.36,26.49,1946400.0
2011-04-11,26.47,26.53,25.02,25.27,1369400.0,0.0,1.0,26.47,26.53,25.02,25.27,1369400.0
2011-04-12,25.08,25.21,24.3,24.65,1357400.0,0.0,1.0,25.08,25.21,24.3,24.65,1357400.0
2011-04-13,25.13,25.69,24.81,24.93,1211500.0,0.0,1.0,25.13,25.69,24.81,24.93,1211500.0
2011-04-14,24.87,25.28,24.2,25.14,983400.0,0.0,1.0,24.87,25.28,24.2,25.14,983400.0
2011-04-15,25.65,26.18,25.41,25.58,943500.0,0.0,1.0,25.65,26.18,25.41,25.58,943500.0
2011-04-18,25.13,25.62,24.36,25.03,1033900.0,0.0,1.0,25.13,25.62,24.36,25.03,1033900.0
2011-04-19,25.26,25.26,24.65,25.16,548700.0,0.0,1.0,25.26,25.26,24.65,25.16,548700.0
2011-04-20,25.7,26.09,25.3,25.75,837200.0,0.0,1.0,25.7,26.09,25.3,25.75,837200.0
2011-04-21,25.85,26.98,25.5901,26.74,1386100.0,0.0,1.0,25.85,26.98,25.5901,26.74,1386100.0
2011-04-25,26.7,26.73,25.97,26.39,800900.0,0.0,1.0,26.7,26.73,25.97,26.39,800900.0
2011-04-26,26.66,27.25,26.31,26.93,1400000.0,0.0,1.0,26.66,27.25,26.31,26.93,1400000.0
2011-04-27,26.93,27.36,26.63,27.08,996900.0,0.0,1.0,26.93,27.36,26.63,27.08,996900.0
2011-04-28,27.07,27.69,26.72,27.66,1600000.0,0.0,1.0,27.07,27.69,26.72,27.66,1600000.0
2011-04-29,27.69,27.87,27.42,27.6,726000.0,0.0,1.0,27.69,27.87,27.42,27.6,726000.0
2011-05-02,27.6,27.8,27.06,27.45,784600.0,0.0,1.0,27.6,27.8,27.06,27.45,784600.0
2011-05-03,27.38,27.39,26.5,26.87,913900.0,0.0,1.0,27.38,27.39,26.5,26.87,913900.0
2011-05-04,26.78,27.0,25.75,26.69,1044500.0,0.0,1.0,26.78,27.0,25.75,26.69,1044500.0
2011-05-05,27.2,27.44,26.1701,26.44,1218500.0,0.0,1.0,27.2,27.44,26.1701,26.44,1218500.0
2011-05-06,26.9,27.7,26.62,27.12,981700.0,0.0,1.0,26.9,27.7,26.62,27.12,981700.0
2011-05-09,27.0,28.0,26.85,27.91,916400.0,0.0,1.0,27.0,28.0,26.85,27.91,916400.0
2011-05-10,28.24,28.95,27.91,28.33,1535300.0,0.0,1.0,28.24,28.95,27.91,28.33,1535300.0
2011-05-11,28.2,28.2985,26.92,27.07,962500.0,0.0,1.0,28.2,28.2985,26.92,27.07,962500.0
2011-05-12,27.07,27.74,26.65,27.67,628000.0,0.0,1.0,27.07,27.74,26.65,27.67,628000.0
2011-05-13,28.0,28.1891,27.3,27.55,661500.0,0.0,1.0,28.0,28.1891,27.3,27.55,661500.0
2011-05-16,27.99,27.99,26.55,26.6,755700.0,0.0,1.0,27.99,27.99,26.55,26.6,755700.0
2011-05-17,27.0,27.0,25.72,25.96,1234200.0,0.0,1.0,27.0,27.0,25.72,25.96,1234200.0
2011-05-18,26.1,26.47,25.52,26.35,729500.0,0.0,1.0,26.1,26.47,25.52,26.35,729500.0
2011-05-19,27.03,28.44,26.6,28.2,2655100.0,0.0,1.0,27.03,28.44,26.6,28.2,2655100.0
2011-05-20,28.26,28.28,27.35,27.97,842500.0,0.0,1.0,28.26,28.28,27.35,27.97,842500.0
2011-05-23,27.62,27.62,26.62,26.82,863600.0,0.0,1.0,27.62,27.62,26.62,26.82,863600.0
2011-05-24,27.02,27.5,26.6,26.72,613700.0,0.0,1.0,27.02,27.5,26.6,26.72,613700.0
2011-05-25,26.9,29.01,26.17,28.98,4693100.0,0.0,1.0,26.9,29.01,26.17,28.98,4693100.0
2011-05-26,28.82,29.76,28.1,29.48,3336900.0,0.0,1.0,28.82,29.76,28.1,29.48,3336900.0
2011-05-27,29.54,29.67,28.82,29.55,1687100.0,0.0,1.0,29.54,29.67,28.82,29.55,1687100.0
2011-05-31,29.69,30.28,29.55,30.14,3290500.0,0.0,1.0,29.69,30.28,29.55,30.14,3290500.0
2011-06-01,30.0,30.1,28.38,28.517,1529900.0,0.0,1.0,30.0,30.1,28.38,28.517,1529900.0
